Job ID,Job Title,Job URL,Diversity Job,Employer,Location,Salary,Date Posted,Description,Position Type 0.0,Position Type 0.1,Position Type 0.2,Position Type 0.3,Position Type 0.4,Position Type 0.5,Position Type 0.6,Position Type 0.7,Position Type 0.8,Position Type 0.9,Position Type 1.0,Position Type 1.1,Position Type 1.2,Position Type 1.3,Position Type 1.4,Position Type 1.5,Position Type 1.6,Position Type 1.7,Position Type 1.8,Position Type 1.9,Position Type 2.0,Position Type 2.1,Position Type 2.2,Position Type 2.3,Position Type 2.4,Position Type 2.5,Position Type 2.6,Position Type 2.7,Position Type 2.8,Position Type 2.9,Position Type 3.0,Position Type 3.1,Position Type 3.2,Position Type 3.3,Position Type 3.4,Position Type 3.5,Position Type 3.6
409716,Enrollment Success Navigator,https://jobs.chronicle.com/job/409716/enrollment-success-navigator/,False,Community College of Philadelphia,"Pennsylvania, United States",Salary Not specified,,"
Community College of Philadelphia


General Description

Reporting to the Manager for Contact Operations and Customer
Service, the Enrollment Success Navigator provides high-quality and
proactive supports to incoming students throughout their enrollment
experience at the College. This includes outreach to applicants and
admitted students and connecting them to resources and services to
facilitate their entry into the College and the beginning of their
studies as they develop a personalized plan for their path to
success.


Specific Responsibilities

Proactively assist incoming students through the admissions
process. Help them overcome any potential barriers in the student
enrollment process.






Act as a concierge for a cohort of students by assisting them
with administrative processes such as placement, intake form
completion, education plan interpretation, course registration and
addressing financing needs.




Act as a liaison between students and other College
departments.




Maintain high visibility through dynamic interactions with
incoming students by phone, video conferencing, text, live chat,
and email on a regular and consistent basis (weekly or more).




Support incoming students as they make decisions about their
future at the College by engaging in consultative dialogue to
explore and uncover their needs and concerns, presenting
information in a professional, articulate, and confident
manner.




Effectively communicating the value proposition of their chosen
academic program.




Evaluate high school and prior college transcripts for incoming
students, as needed, and explore Prior Learning options with these
students.




Provide general information about financial aid and scholarship
requirements and processes, as well as other options for financing
their education.




Provide incoming students with support around FAFSA completion,
information around the status of their financial aid and assistance
in navigating steps related to processing their financial aid.




Provide triage support to students visiting the College's
physical locations.




Facilitate and organize virtual prospective student-facing
events such as webinars and new student success events for CTE
students.




Accurately document, maintain, and track all CTE student
interactions, information, and progression through student
enrollment processes and document outcomes.




Maintain outreach, engagement and service that is inclusive and
that encourages, supports, and celebrates the diversity of the
College community.




Deliver quality customer service to both internal and external
constituents in a professional, helpful and courteous manner.




Maintain sensitivity, understanding and respect for a diverse
academic environment, inclusive of students, faculty, and staff of
varying social, economic, cultural, ideological and ethnic
backgrounds.




Other duties as assigned.



Minimum Qualifications

High School diploma (or GED equivalent) required.







Strong organizational and time management skills with
exceptional attention to detail required.





Experience successfully working independently as well as part
of a team with a collaborative approach to problem solving
required.





Ability to work in a fast-paced, collaborative environment
required.





Demonstrated ability to maintain sensitivity, understanding and
respect for a diverse academic environment, inclusive of students,
faculty and staff of varying social, economic, cultural,
ideological and ethnic backgrounds by effectively using
cross-cultural skills and abilities required.





Demonstrated ability to provide excellent customer service
required.





Ability to conduct webinars, presentations, live chat,
tele-conferencing and email/text/phone campaigns is required.





Outstanding written, verbal, and interpersonal communication
skills required.





Awareness of FERPA and ethical principles in working with
students required.





Must be available to work nights and weekends based on business
needs and to serve working adults.





Must have the ability to travel between campuses and for
events, as needed.



Preferred Qualifications

Associate's or Bachelor's degree required. Any and all
degree(s) must be from a regionally accredited institution of
higher learning.






Experience working in a higher education setting with
undergraduates in a recruitment/outreach, admissions, financial
aid, and/or student success related capacity preferred.




Demonstrated ability to assess student populations in order to
develop effective intervention strategies preferred.




Proficiency using MS Word and Excel required; proficiency using
an enterprise-wide system (i.e. Ellucian Banner) and CRM
preferred.




At least one (1) year of related work experience within higher
education preferred.



Work Location
Main Campus

Special Instructions to Applicants


Effective October 15, 2021, all College employees must (a) be
fully vaccinated, or (b) have submitted proof of their first shot
of a COVID-19 Vaccine and submit to regular testing until they are
fully vaccinated, or © obtain an approved exemption from the
College and submit to regular COVID testing as an
accommodation.

Interested persons should complete an online application.
Cover letter of interest and resume REQUIRED.

*Names and contact information of 3 professional references
OPTIONAL

Review of applications will commence on November 18, 2021 and will
continue until the position is filled.

Applicants must be legally eligible to work in the U.S.

Community College of Philadelphia is an Affirmative Action, Equal
Opportunity and Equal Access Employer. The College encourages
applications from individuals from traditionally underrepresented
groups.


Salary Grade or Rank
1

Salary Range
Salary commensurate with relevant experience

Job Posting Open Date
11/04/2021

Type of Position
Administrator

Employment Status
Full-Time

Supplemental Questions
Required fields are indicated with an asterisk (*).

* How did you hear about Community College of Philadelphia?

CareerBuilder.com
Higheredjobs.com
LinkedIn
The Chronicle
Veterans Job Fair
Professional & Technology Diversity Career Fair
AL DIA - Diversity Career Fair
Community College of Philadelphia Website
Indeed.com
Other


* If your answer to the above question is Other, please note
the source below. If this question does not apply to you, enter
N/A.
(Open Ended Question)
* What is the highest level of education you have completed?

No Response
High School/GED
Associates Degree
Bachelor's Degree
Master's Degree
Doctorate
Other


* Do you have experience working in a higher education setting
with undergraduates in a recruitment/outreach, admissions,
financial aid, and/or student success-related capacity?

Yes
No


* Do you have at least one (1) years of related work experience
within higher education?

Yes
No


* Do you have demonstrated the ability to assess student
populations in order to develop intervention strategies?

Yes
No


* Do you have proficiency in Microsoft Word and Microsoft
Excel?

Yes
No


* Do you have proficiency using an enterprise-wide system (i.e.
Ellucian Banner) and CRM?

Yes
No


* Do you have awareness of FERPA and ethical principles in
working with students?

Yes
No


* Will you be available to work nights and weekends based on
business needs and to serve working adults?

Yes
No


* Do you have the ability to travel between campuses and for
events, as needed?

Yes
No



Documents Needed to ApplyRequired Documents

Resume
Cover Letter/Letter of Application

Optional Documents

References

PI154072935
",Faculty Positions,Professional Fields,Other Professional Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409662,Business Management Research Positions for Faculty Interested in the Ideas of Liberalism,https://jobs.chronicle.com/job/409662/business-management-research-positions-for-faculty-interested-in-the-ideas-of-liberalism/,False,Institute for Humane Studies,"Virginia, United States",Salary Not specified,,"IHS Discourse Initiative
Research Positions
Deadline: March 1, 2022
Type: Faculty, Tenured and Tenure
Track 
Compensation Amount: $5,000 - $25,000 
IHS is soliciting applications in support of its Discourse
Initiative, a series of conversations—in-person,
online, and written—aimed at drawing scholarly attention back to
the broad intellectual tradition of liberalism.
As part of this initiative, IHS offers faculty research
positions funded in the amount of $5,000-$25,000 to support major
research projects that hold significant promise of advancing a
deeper understanding of ideas within the liberal tradition. Areas
of interest include but are not limited to:

Liberalism and Its Critics, including
engagement with and response to critiques from both ends of the
ideological spectrum.
Key Challenges within a Free Society, such as
tensions between liberty and equality, dynamism and stability, and
freedom of speech and social cohesion.
Cultural Challenges within Liberal Society,
such as protections for minority rights, the pace of change in an
increasingly digital and globalized world, and the cultural
requirements of a tolerant and pluralistic society.
Contentious Topics within the Liberal
Tradition, including negative vs. positive rights, moral
obligations within the liberal order, and contested meanings of
liberal principles such as justice, equality, and democracy.
Liberalism in Times of Crisis, including the
proper role of government in a crisis and how to balance competing
goals, such as public health and safety, with civil liberties, the
rule of law, and economic freedom in an emergency.

These grants may be used to underwrite direct expenses; pay
research assistants, editors, or other contractors; or buy out
time.
IHS supports a diverse collection of faculty members across a
wide range of academic disciplines within the humanities and social
sciences. Qualifying fields of study include economics, political
science, philosophy, PPE, law, history, sociology, business,
psychology, literature, and related disciplines in the social
sciences and humanities.
Application and Deadlines
 
March 1, 2022 | Applications for fall 2022
are due.
May 2, 2022 | Decisions announced.
Applicants will be notified of their application status within
four weeks of the deadline. Applications submitted after 11:59 pm
PST on the night of each deadline, will be considered in the
subsequent review period.
Information about the Institute for Humane
Studies
The Institute for Humane Studies partners with professors to
promote the teaching and research of liberty and to advance higher
education’s core purpose of intellectual discovery and human
progress.
Our vision is to ensure higher education becomes a place where
classical liberal ideas are regularly taught, discussed,
challenged, and developed, and where free speech, intellectual
diversity, and open inquiry flourish.
",Faculty Positions,Business & Management,Business Administration,Other Business & Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409659,Faculty Research and/or Teaching Position for Free Speech and Open Inquiry in Classics  & Literature,https://jobs.chronicle.com/job/409659/faculty-research-and-or-teaching-position-for-free-speech-and-open-inquiry-in-classics-and-literature/,False,Institute for Humane Studies,"Virginia, United States",Salary Not specified,,"Institute for Humane Studies Research or Teaching
Position for Free Speech and Open Inquiry

Deadline: March 1, 2022

Type: Faculty, tenured or tenured track

Compensation Amount: $5,000 -  $25,000

 

The Institute for Humane Studies (IHS) is offering positions for
research and teaching with compensation ranging from $5,000 to
$25,000 to support scholarship or programs on the subject of free
speech and open inquiry.

IHS is particularly interested in applications that explore how the
applicant hopes to use this position to study the classical liberal
tradition of individual rights, free markets, and self-governance
have contributed to the development of free speech.

IHS traditionally works with academics in the fields of economics,
political science, philosophy, history, and law, however scholars
of all disciplines are welcome to apply. 

Successful applicants may be asked to visit Arlington, Virginia to
present relevant research and activity to a select group from the
IHS staff.
Application and Deadlines
 
March 1, 2022 | Applications for fall 2022
projects due
May 2, 2022 | Decisions announced
Applicants will be notified of their application status within
four weeks of the deadline. Applications submitted after 11:59 pm
PST on the night of each deadline, will be considered in the
subsequent review period.

Information about the Institute for Humane
Studies

The Institute for Humane Studies partners with professors to
promote the teaching and research of liberty and to advance higher
education’s core purpose of intellectual discovery and human
progress.

Our vision is to ensure higher education becomes a place where
classical liberal ideas are regularly taught, discussed,
challenged, and developed, and where free speech, intellectual
diversity, and open inquiry flourish.
",Faculty Positions,Humanities,Classics,English & Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409658,Faculty Research and/or Teaching Position for Free Speech and Open Inquiry in Business &Management,https://jobs.chronicle.com/job/409658/faculty-research-and-or-teaching-position-for-free-speech-and-open-inquiry-in-business-and-management/,False,Institute for Humane Studies,"Virginia, United States",Salary Not specified,,"Institute for Humane Studies Research or Teaching
Position for Free Speech and Open Inquiry

Deadline: March 1, 2022

Type: Faculty, tenured or tenured track

Compensation Amount: $5,000 -  $25,000

 

The Institute for Humane Studies (IHS) is offering positions for
research and teaching with compensation ranging from $5,000 to
$25,000 to support scholarship or programs on the subject of free
speech and open inquiry.

IHS is particularly interested in applications that explore how the
applicant hopes to use this position to study the classical liberal
tradition of individual rights, free markets, and self-governance
have contributed to the development of free speech.

IHS traditionally works with academics in the fields of economics,
political science, philosophy, history, and law, however scholars
of all disciplines are welcome to apply. 

Successful applicants may be asked to visit Arlington, Virginia to
present relevant research and activity to a select group from the
IHS staff.
Application and Deadlines
 
March 1, 2022 | Applications for fall 2022
projects due
May 2, 2022 | Decisions announced
Applicants will be notified of their application status within
four weeks of the deadline. Applications submitted after 11:59 pm
PST on the night of each deadline, will be considered in the
subsequent review period.

Information about the Institute for Humane
Studies

The Institute for Humane Studies partners with professors to
promote the teaching and research of liberty and to advance higher
education’s core purpose of intellectual discovery and human
progress.

Our vision is to ensure higher education becomes a place where
classical liberal ideas are regularly taught, discussed,
challenged, and developed, and where free speech, intellectual
diversity, and open inquiry flourish.
",Faculty Positions,Business & Management,Other Business & Management,Communications,Broadcasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409655,Law and Journalism Research Positions for Faculty Interested in the Ideas of Liberalism,https://jobs.chronicle.com/job/409655/law-and-journalism-research-positions-for-faculty-interested-in-the-ideas-of-liberalism/,False,Institute for Humane Studies,"Virginia, United States",Salary Not specified,,"IHS Discourse Initiative
Research Positions
Deadline: March 1, 2022
Type: Faculty, Tenured and Tenure
Track 
Compensation Amount: $5,000 - $25,000 
IHS is soliciting applications in support of its Discourse
Initiative, a series of conversations—in-person,
online, and written—aimed at drawing scholarly attention back to
the broad intellectual tradition of liberalism.
As part of this initiative, IHS offers faculty research
positions funded in the amount of $5,000-$25,000 to support major
research projects that hold significant promise of advancing a
deeper understanding of ideas within the liberal tradition. Areas
of interest include but are not limited to:

Liberalism and Its Critics, including
engagement with and response to critiques from both ends of the
ideological spectrum.
Key Challenges within a Free Society, such as
tensions between liberty and equality, dynamism and stability, and
freedom of speech and social cohesion.
Cultural Challenges within Liberal Society,
such as protections for minority rights, the pace of change in an
increasingly digital and globalized world, and the cultural
requirements of a tolerant and pluralistic society.
Contentious Topics within the Liberal
Tradition, including negative vs. positive rights, moral
obligations within the liberal order, and contested meanings of
liberal principles such as justice, equality, and democracy.
Liberalism in Times of Crisis, including the
proper role of government in a crisis and how to balance competing
goals, such as public health and safety, with civil liberties, the
rule of law, and economic freedom in an emergency.

These grants may be used to underwrite direct expenses; pay
research assistants, editors, or other contractors; or buy out
time.
IHS supports a diverse collection of faculty members across a
wide range of academic disciplines within the humanities and social
sciences. Qualifying fields of study include economics, political
science, philosophy, PPE, law, history, sociology, business,
psychology, literature, and related disciplines in the social
sciences and humanities.
Application and Deadlines
 
March 1, 2022 | Applications for fall 2022
are due.
May 2, 2022 | Decisions announced.
Applicants will be notified of their application status within
four weeks of the deadline. Applications submitted after 11:59 pm
PST on the night of each deadline, will be considered in the
subsequent review period.
Information about the Institute for Humane
Studies
The Institute for Humane Studies partners with professors to
promote the teaching and research of liberty and to advance higher
education’s core purpose of intellectual discovery and human
progress.
Our vision is to ensure higher education becomes a place where
classical liberal ideas are regularly taught, discussed,
challenged, and developed, and where free speech, intellectual
diversity, and open inquiry flourish.
",Faculty Positions,Professional Fields,Journalism,Law & Legal Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409654,Public Admin. & Journalism  Research Positions for Faculty Interested in the Ideas of Liberalism,https://jobs.chronicle.com/job/409654/public-admin-and-journalism-research-positions-for-faculty-interested-in-the-ideas-of-liberalism/,False,Institute for Humane Studies,"Virginia, United States",Salary Not specified,,"IHS Discourse Initiative
Research Positions
Deadline: March 1, 2022
Type: Faculty, Tenured and Tenure
Track 
Compensation Amount: $5,000 - $25,000 
IHS is soliciting applications in support of its Discourse
Initiative, a series of conversations—in-person,
online, and written—aimed at drawing scholarly attention back to
the broad intellectual tradition of liberalism.
As part of this initiative, IHS offers faculty research
positions funded in the amount of $5,000-$25,000 to support major
research projects that hold significant promise of advancing a
deeper understanding of ideas within the liberal tradition. Areas
of interest include but are not limited to:

Liberalism and Its Critics, including
engagement with and response to critiques from both ends of the
ideological spectrum.
Key Challenges within a Free Society, such as
tensions between liberty and equality, dynamism and stability, and
freedom of speech and social cohesion.
Cultural Challenges within Liberal Society,
such as protections for minority rights, the pace of change in an
increasingly digital and globalized world, and the cultural
requirements of a tolerant and pluralistic society.
Contentious Topics within the Liberal
Tradition, including negative vs. positive rights, moral
obligations within the liberal order, and contested meanings of
liberal principles such as justice, equality, and democracy.
Liberalism in Times of Crisis, including the
proper role of government in a crisis and how to balance competing
goals, such as public health and safety, with civil liberties, the
rule of law, and economic freedom in an emergency.

These grants may be used to underwrite direct expenses; pay
research assistants, editors, or other contractors; or buy out
time.
IHS supports a diverse collection of faculty members across a
wide range of academic disciplines within the humanities and social
sciences. Qualifying fields of study include economics, political
science, philosophy, PPE, law, history, sociology, business,
psychology, literature, and related disciplines in the social
sciences and humanities.
Application and Deadlines
 
March 1, 2022 | Applications for fall 2022
are due.
May 2, 2022 | Decisions announced.
Applicants will be notified of their application status within
four weeks of the deadline. Applications submitted after 11:59 pm
PST on the night of each deadline, will be considered in the
subsequent review period.
Information about the Institute for Humane
Studies
The Institute for Humane Studies partners with professors to
promote the teaching and research of liberty and to advance higher
education’s core purpose of intellectual discovery and human
progress.
Our vision is to ensure higher education becomes a place where
classical liberal ideas are regularly taught, discussed,
challenged, and developed, and where free speech, intellectual
diversity, and open inquiry flourish.
",Faculty Positions,Professional Fields,Journalism,Public Administration & Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409652,History and American Studies Research Positions for Faculty Interested in the Ideas of Liberalism,https://jobs.chronicle.com/job/409652/history-and-american-studies-research-positions-for-faculty-interested-in-the-ideas-of-liberalism/,False,Institute for Humane Studies,"Virginia, United States",Salary Not specified,,"IHS Discourse Initiative
Research Positions
Deadline: March 1, 2022
Type: Faculty, Tenured and Tenure
Track 
Compensation Amount: $5,000 - $25,000 
IHS is soliciting applications in support of its Discourse
Initiative, a series of conversations—in-person,
online, and written—aimed at drawing scholarly attention back to
the broad intellectual tradition of liberalism.
As part of this initiative, IHS offers faculty research
positions funded in the amount of $5,000-$25,000 to support major
research projects that hold significant promise of advancing a
deeper understanding of ideas within the liberal tradition. Areas
of interest include but are not limited to:

Liberalism and Its Critics, including
engagement with and response to critiques from both ends of the
ideological spectrum.
Key Challenges within a Free Society, such as
tensions between liberty and equality, dynamism and stability, and
freedom of speech and social cohesion.
Cultural Challenges within Liberal Society,
such as protections for minority rights, the pace of change in an
increasingly digital and globalized world, and the cultural
requirements of a tolerant and pluralistic society.
Contentious Topics within the Liberal
Tradition, including negative vs. positive rights, moral
obligations within the liberal order, and contested meanings of
liberal principles such as justice, equality, and democracy.
Liberalism in Times of Crisis, including the
proper role of government in a crisis and how to balance competing
goals, such as public health and safety, with civil liberties, the
rule of law, and economic freedom in an emergency.

These grants may be used to underwrite direct expenses; pay
research assistants, editors, or other contractors; or buy out
time.
IHS supports a diverse collection of faculty members across a
wide range of academic disciplines within the humanities and social
sciences. Qualifying fields of study include economics, political
science, philosophy, PPE, law, history, sociology, business,
psychology, literature, and related disciplines in the social
sciences and humanities.
Application and Deadlines
 
March 1, 2022 | Applications for fall 2022
are due.
May 2, 2022 | Decisions announced.
Applicants will be notified of their application status within
four weeks of the deadline. Applications submitted after 11:59 pm
PST on the night of each deadline, will be considered in the
subsequent review period.
Information about the Institute for Humane
Studies
The Institute for Humane Studies partners with professors to
promote the teaching and research of liberty and to advance higher
education’s core purpose of intellectual discovery and human
progress.
Our vision is to ensure higher education becomes a place where
classical liberal ideas are regularly taught, discussed,
challenged, and developed, and where free speech, intellectual
diversity, and open inquiry flourish.
",Faculty Positions,Humanities,American Studies,History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409650,Faculty Research and/or Teaching Position for Free Speech/Open Inquiry in Multicultural Studies,https://jobs.chronicle.com/job/409650/faculty-research-and-or-teaching-position-for-free-speech-open-inquiry-in-multicultural-studies/,False,Institute for Humane Studies,"Virginia, United States",Salary Not specified,,"Institute for Humane Studies Research or Teaching
Position for Free Speech and Open Inquiry

Deadline: March 1, 2022

Type: Faculty, tenured or tenured track

Compensation Amount: $5,000 -  $25,000

 

The Institute for Humane Studies (IHS) is offering positions for
research and teaching with compensation ranging from $5,000 to
$25,000 to support scholarship or programs on the subject of free
speech and open inquiry.

IHS is particularly interested in applications that explore how the
applicant hopes to use this position to study the classical liberal
tradition of individual rights, free markets, and self-governance
have contributed to the development of free speech.

IHS traditionally works with academics in the fields of economics,
political science, philosophy, history, and law, however scholars
of all disciplines are welcome to apply. 

Successful applicants may be asked to visit Arlington, Virginia to
present relevant research and activity to a select group from the
IHS staff.
Application and Deadlines
 
March 1, 2022 | Applications for fall 2022
projects due
May 2, 2022 | Decisions announced
Applicants will be notified of their application status within
four weeks of the deadline. Applications submitted after 11:59 pm
PST on the night of each deadline, will be considered in the
subsequent review period.

Information about the Institute for Humane
Studies

The Institute for Humane Studies partners with professors to
promote the teaching and research of liberty and to advance higher
education’s core purpose of intellectual discovery and human
progress.

Our vision is to ensure higher education becomes a place where
classical liberal ideas are regularly taught, discussed,
challenged, and developed, and where free speech, intellectual
diversity, and open inquiry flourish.
",Faculty Positions,Humanities,Ethnic & Multicultural Studies,Foreign Languages & Literatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409647,Educational Administration & Curriculum Instruction Research Positions for Faculty,https://jobs.chronicle.com/job/409647/educational-administration-and-curriculum-instruction-research-positions-for-faculty/,False,Institute for Humane Studies,"Virginia, United States",Salary Not specified,,"IHS Discourse Initiative
Research Positions
Deadline: March 1, 2022
Type: Faculty, Tenured and Tenure
Track 
Compensation Amount: $5,000 - $25,000 
IHS is soliciting applications in support of its Discourse
Initiative, a series of conversations—in-person,
online, and written—aimed at drawing scholarly attention back to
the broad intellectual tradition of liberalism.
As part of this initiative, IHS offers faculty research
positions funded in the amount of $5,000-$25,000 to support major
research projects that hold significant promise of advancing a
deeper understanding of ideas within the liberal tradition. Areas
of interest include but are not limited to:

Liberalism and Its Critics, including
engagement with and response to critiques from both ends of the
ideological spectrum.
Key Challenges within a Free Society, such as
tensions between liberty and equality, dynamism and stability, and
freedom of speech and social cohesion.
Cultural Challenges within Liberal Society,
such as protections for minority rights, the pace of change in an
increasingly digital and globalized world, and the cultural
requirements of a tolerant and pluralistic society.
Contentious Topics within the Liberal
Tradition, including negative vs. positive rights, moral
obligations within the liberal order, and contested meanings of
liberal principles such as justice, equality, and democracy.
Liberalism in Times of Crisis, including the
proper role of government in a crisis and how to balance competing
goals, such as public health and safety, with civil liberties, the
rule of law, and economic freedom in an emergency.

These grants may be used to underwrite direct expenses; pay
research assistants, editors, or other contractors; or buy out
time.
IHS supports a diverse collection of faculty members across a
wide range of academic disciplines within the humanities and social
sciences. Qualifying fields of study include economics, political
science, philosophy, PPE, law, history, sociology, business,
psychology, literature, and related disciplines in the social
sciences and humanities.
Application and Deadlines
 
March 1, 2022 | Applications for fall 2022
are due.
May 2, 2022 | Decisions announced.
Applicants will be notified of their application status within
four weeks of the deadline. Applications submitted after 11:59 pm
PST on the night of each deadline, will be considered in the
subsequent review period.
Information about the Institute for Humane
Studies
The Institute for Humane Studies partners with professors to
promote the teaching and research of liberty and to advance higher
education’s core purpose of intellectual discovery and human
progress.
Our vision is to ensure higher education becomes a place where
classical liberal ideas are regularly taught, discussed,
challenged, and developed, and where free speech, intellectual
diversity, and open inquiry flourish.
",Faculty Positions,Education,Curriculum & Instruction,Education Administration & Leadership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409646,Gender and Multicultural Studies Positions for Faculty Interested in the Ideas of Liberalism,https://jobs.chronicle.com/job/409646/gender-and-multicultural-studies-positions-for-faculty-interested-in-the-ideas-of-liberalism/,False,Institute for Humane Studies,"Virginia, United States",Salary Not specified,,"IHS Discourse Initiative
Research Positions
Deadline: March 1, 2022
Type: Faculty, Tenured and Tenure
Track 
Compensation Amount: $5,000 - $25,000 
IHS is soliciting applications in support of its Discourse
Initiative, a series of conversations—in-person,
online, and written—aimed at drawing scholarly attention back to
the broad intellectual tradition of liberalism.
As part of this initiative, IHS offers faculty research
positions funded in the amount of $5,000-$25,000 to support major
research projects that hold significant promise of advancing a
deeper understanding of ideas within the liberal tradition. Areas
of interest include but are not limited to:

Liberalism and Its Critics, including
engagement with and response to critiques from both ends of the
ideological spectrum.
Key Challenges within a Free Society, such as
tensions between liberty and equality, dynamism and stability, and
freedom of speech and social cohesion.
Cultural Challenges within Liberal Society,
such as protections for minority rights, the pace of change in an
increasingly digital and globalized world, and the cultural
requirements of a tolerant and pluralistic society.
Contentious Topics within the Liberal
Tradition, including negative vs. positive rights, moral
obligations within the liberal order, and contested meanings of
liberal principles such as justice, equality, and democracy.
Liberalism in Times of Crisis, including the
proper role of government in a crisis and how to balance competing
goals, such as public health and safety, with civil liberties, the
rule of law, and economic freedom in an emergency.

These grants may be used to underwrite direct expenses; pay
research assistants, editors, or other contractors; or buy out
time.
IHS supports a diverse collection of faculty members across a
wide range of academic disciplines within the humanities and social
sciences. Qualifying fields of study include economics, political
science, philosophy, PPE, law, history, sociology, business,
psychology, literature, and related disciplines in the social
sciences and humanities.
Application and Deadlines
 
March 1, 2022 | Applications for fall 2022
are due.
May 2, 2022 | Decisions announced.
Applicants will be notified of their application status within
four weeks of the deadline. Applications submitted after 11:59 pm
PST on the night of each deadline, will be considered in the
subsequent review period.
Information about the Institute for Humane
Studies
The Institute for Humane Studies partners with professors to
promote the teaching and research of liberty and to advance higher
education’s core purpose of intellectual discovery and human
progress.
Our vision is to ensure higher education becomes a place where
classical liberal ideas are regularly taught, discussed,
challenged, and developed, and where free speech, intellectual
diversity, and open inquiry flourish.
",Faculty Positions,Humanities,Ethnic & Multicultural Studies,Women's & Gender Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409642,Human Development and Labor Relations Positions for Faculty Interested in the Ideas of Liberalism,https://jobs.chronicle.com/job/409642/human-development-and-labor-relations-positions-for-faculty-interested-in-the-ideas-of-liberalism/,False,Institute for Humane Studies,"Virginia, United States",Salary Not specified,,"IHS Discourse Initiative
Research Positions
Deadline: March 1, 2022
Type: Faculty, Tenured and Tenure
Track 
Compensation Amount: $5,000 - $25,000 
IHS is soliciting applications in support of its Discourse
Initiative, a series of conversations—in-person,
online, and written—aimed at drawing scholarly attention back to
the broad intellectual tradition of liberalism.
As part of this initiative, IHS offers faculty research
positions funded in the amount of $5,000-$25,000 to support major
research projects that hold significant promise of advancing a
deeper understanding of ideas within the liberal tradition. Areas
of interest include but are not limited to:

Liberalism and Its Critics, including
engagement with and response to critiques from both ends of the
ideological spectrum.
Key Challenges within a Free Society, such as
tensions between liberty and equality, dynamism and stability, and
freedom of speech and social cohesion.
Cultural Challenges within Liberal Society,
such as protections for minority rights, the pace of change in an
increasingly digital and globalized world, and the cultural
requirements of a tolerant and pluralistic society.
Contentious Topics within the Liberal
Tradition, including negative vs. positive rights, moral
obligations within the liberal order, and contested meanings of
liberal principles such as justice, equality, and democracy.
Liberalism in Times of Crisis, including the
proper role of government in a crisis and how to balance competing
goals, such as public health and safety, with civil liberties, the
rule of law, and economic freedom in an emergency.

These grants may be used to underwrite direct expenses; pay
research assistants, editors, or other contractors; or buy out
time.
IHS supports a diverse collection of faculty members across a
wide range of academic disciplines within the humanities and social
sciences. Qualifying fields of study include economics, political
science, philosophy, PPE, law, history, sociology, business,
psychology, literature, and related disciplines in the social
sciences and humanities.
Application and Deadlines
 
March 1, 2022 | Applications for fall 2022
are due.
May 2, 2022 | Decisions announced.
Applicants will be notified of their application status within
four weeks of the deadline. Applications submitted after 11:59 pm
PST on the night of each deadline, will be considered in the
subsequent review period.
Information about the Institute for Humane
Studies
The Institute for Humane Studies partners with professors to
promote the teaching and research of liberty and to advance higher
education’s core purpose of intellectual discovery and human
progress.
Our vision is to ensure higher education becomes a place where
classical liberal ideas are regularly taught, discussed,
challenged, and developed, and where free speech, intellectual
diversity, and open inquiry flourish.
",Faculty Positions,Social & Behavioral Sciences,Human Development & Family Sciences,Labor & Industrial Relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
